,unit,ts,qty,geography_level,geography,product_level,product
462,c858385963530a41bb6fb7f8947aa614,2021-03-01,34,geography_level_3,c224b81af83bcaec5ec3e441fcdf86ae,product_level_2,6c46c9c5d3ef936b4c8d6d8f9851e837
464,c92c0dea50e9e1a481fba9e7a261a53f,2021-03-01,121,geography_level_3,864338bf8cf4708126b6fa4bf680c111,product_level_2,3241cf89eaf210f13321fe6280c7d172
465,00b81e9b086c6b44253d552452b5eaf2,2021-03-01,36,geography_level_3,864338bf8cf4708126b6fa4bf680c111,product_level_2,a95738cb3a3c4236b858683b406dea98
466,089121ea8aafc10a9f31777b0d17c379,2021-03-01,117,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,814119e4a116199cf494768f31987158
467,510ec1b8fc7b11eb8c0e524ad8b0f15f,2021-03-01,56,geography_level_3,55536ba3606ef023932f9532b11797a5,product_level_2,1807ffa2c1c84035f4346c3364104dd1
470,109aa235b33a01e09e5080f4cca5839d,2021-03-01,39,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,5cc8015f03554313900f069182bdaf9c
473,575cec8f8e5742277ea063ab1f4818e1,2021-03-01,3830,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,5cc8015f03554313900f069182bdaf9c
474,9ba5b65c7dce41caa758123ad33ad6c1,2021-03-01,4585,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,5cc8015f03554313900f069182bdaf9c
475,3d5875f1e22ade1b5fa56e7cff4c7fec,2021-03-01,265,geography_level_3,46cf2a1545bea6ad9ef79bf82866b21f,product_level_2,5cc8015f03554313900f069182bdaf9c
476,9f887a849ff9a7f125a8226cfc0f1654,2021-03-01,2515,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,5cc8015f03554313900f069182bdaf9c
479,326cb18b045e5baefa90bbc2e8d52a32,2021-03-01,2018,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,5cc8015f03554313900f069182bdaf9c
480,4d3ca213b639541c5ba4cf8a69b1e1ed,2021-03-01,216,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,5cc8015f03554313900f069182bdaf9c
481,f2c11b870ed4d03663f79203241eaca7,2021-03-01,96,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,5cc8015f03554313900f069182bdaf9c
483,02cd5088774774918b324c6642488a9c,2021-03-01,27,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,5cc8015f03554313900f069182bdaf9c
485,b41c234b2cc3e9ee5c36ad10168f1915,2021-03-01,3983,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,5cc8015f03554313900f069182bdaf9c
488,5e2cf853b9d2b4859d0d3b848303fa64,2021-03-01,1576,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,5cc8015f03554313900f069182bdaf9c
489,1f051603fd6d1d9f1aed4e0cb9b22538,2021-03-01,283,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,5cc8015f03554313900f069182bdaf9c
491,fdea7f65f3935920dd8c74f3dd7ca74b,2021-03-01,512,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,5cc8015f03554313900f069182bdaf9c
492,e9381006a678c5c392062fdc807d3270,2021-03-01,182,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,5cc8015f03554313900f069182bdaf9c
494,e6f0878d35ce6eee2f5573df124eb154,2021-03-01,2185,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,5cc8015f03554313900f069182bdaf9c
495,708cee7508be849d7bad5b4dd6460e75,2021-03-01,1630,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,ae7d2d22786beebc5981b93c226e2aba
496,14c2ef19bb1cb258ed857cb43b6d6606,2021-03-01,1599,geography_level_3,fcf14a475e65540c7577370bf438b091,product_level_2,5cc8015f03554313900f069182bdaf9c
498,965e2336e5f772d5f5476b8168aa2fbb,2021-03-01,4621,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,ae7d2d22786beebc5981b93c226e2aba
499,94c66b4908d42bc5dce8578144d21b33,2021-03-01,1735,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,5cc8015f03554313900f069182bdaf9c
502,29d1252cea047eadafdcd305e4d4884c,2021-03-01,1856,geography_level_3,39a8345be72b8ff2f30e29dc836d7e12,product_level_2,5cc8015f03554313900f069182bdaf9c
506,b680ba1066fea88419e395ade3ddb125,2021-03-01,161,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,5cc8015f03554313900f069182bdaf9c
507,6d993338e26ab71e9e3f24f52401d67c,2021-03-01,99,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,5cc8015f03554313900f069182bdaf9c
509,184fda2ad9bd18a5d4fd1613ce9b8af5,2021-03-01,64,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,5cc8015f03554313900f069182bdaf9c
510,c6f0033ff3fd149682860a23015c3fec,2021-03-01,715,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,5cc8015f03554313900f069182bdaf9c
511,cc30a5102c041bbb1f17d3e4891b6193,2021-03-01,61,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,5cc8015f03554313900f069182bdaf9c
514,6bfe7ccc619ffc08d427ae1dd02601a1,2021-03-01,50,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,ae7d2d22786beebc5981b93c226e2aba
515,80194b00bd41294cdad675c77f4a3d8e,2021-03-01,693,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,5cc8015f03554313900f069182bdaf9c
517,f213978178916eb58b74c1fdfde044ff,2021-03-01,2349,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,5cc8015f03554313900f069182bdaf9c
518,7dd28808793e67c411382ac46625f4ab,2021-03-01,2550,geography_level_3,436375e3db6317a2d02ebdedb777452d,product_level_2,5cc8015f03554313900f069182bdaf9c
519,d1dae0ff07a164b729f3c032a21e8e1a,2021-03-01,3373,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,5cc8015f03554313900f069182bdaf9c
520,bf7701bc211c2ecc4314ca02f6ef1cef,2021-03-01,960,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,5cc8015f03554313900f069182bdaf9c
521,3bf995f20d2c218021a05ad3a07d433d,2021-03-01,1253,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,5cc8015f03554313900f069182bdaf9c
522,fc136fddfa9df8b0577e9e44c776a5d9,2021-03-01,1542,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,5cc8015f03554313900f069182bdaf9c
524,fc0894a654949ee8f7876f9146eb6d76,2021-03-01,5343,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,5cc8015f03554313900f069182bdaf9c
525,b4a36c3e7a5034285ed22e7fa8f31c3e,2021-03-01,2295,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,5cc8015f03554313900f069182bdaf9c
526,131bd106cdd38cafb8e6e460fc8aa68a,2021-03-01,2693,geography_level_3,fcf14a475e65540c7577370bf438b091,product_level_2,5cc8015f03554313900f069182bdaf9c
527,bdab5862500f45c25b6a6b216316219d,2021-03-01,47,geography_level_3,55536ba3606ef023932f9532b11797a5,product_level_2,646f301a50470456f3e7793f6b16ca76
528,ba678cfc7cce8504330e3371fcc1b27f,2021-03-01,77,geography_level_3,6f613c88f6435d0e8f47eee574804e6c,product_level_2,1de8e43efce0cb9161ac2093f75166c8
529,59f2aa36f0122e9db5f4df85ca7c6a7d,2021-03-01,83,geography_level_3,e60518d19f0550fd8fd7d33f529a8b5e,product_level_2,95feb3e180f99fa2f9908030bc02ac48
530,c339194951cfeafb602ecb480398b553,2021-03-01,31,geography_level_3,e60518d19f0550fd8fd7d33f529a8b5e,product_level_2,646f301a50470456f3e7793f6b16ca76
531,d26fead3a49560f0d3ff8a931a46f7f5,2021-03-01,55,geography_level_3,e60518d19f0550fd8fd7d33f529a8b5e,product_level_2,1de8e43efce0cb9161ac2093f75166c8
535,97c832a49482948b1ebf544a3cccb25b,2021-03-01,225,geography_level_3,70a676d52f1f61781eca038528be816d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
538,1731f2295519eaa0b01c4de6b4250d3a,2021-03-01,125,geography_level_3,70a676d52f1f61781eca038528be816d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
539,52efc1dfe202fa05c9b7f87711dead95,2021-03-01,4,geography_level_3,70a676d52f1f61781eca038528be816d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
541,9e96aa93104748055a89c8ce6be12208,2021-03-01,26,geography_level_3,70a676d52f1f61781eca038528be816d,product_level_2,646f301a50470456f3e7793f6b16ca76
542,73d430876cc9a6eafa5bccd1a8253473,2021-03-01,253,geography_level_3,70a676d52f1f61781eca038528be816d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
544,f28539a32ca5bdb3f5f7901ac9044913,2021-03-01,502,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,95feb3e180f99fa2f9908030bc02ac48
545,801f4333a58d8123608665c7b1b060bb,2021-03-01,529,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,646f301a50470456f3e7793f6b16ca76
546,fb49a20a9a4942d3a6bc05c153e94213,2021-03-01,77,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
547,0efede250ca3d05f9d4cc3609242d804,2021-03-01,325,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
548,a33b6896121d1886c9434f2181a29074,2021-03-01,1609,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,95feb3e180f99fa2f9908030bc02ac48
550,f4e91525b589ce1a9afe75a72e767040,2021-03-01,531,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
551,824c42a3b57ca9cacd68ce90ae962dd9,2021-03-01,87,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,1de8e43efce0cb9161ac2093f75166c8
553,0178ba794692d930832895d7aae30ae0,2021-03-01,54,geography_level_3,6f613c88f6435d0e8f47eee574804e6c,product_level_2,646f301a50470456f3e7793f6b16ca76
555,cf06edaca066301163d89ab63032156e,2021-03-01,150,geography_level_3,6f613c88f6435d0e8f47eee574804e6c,product_level_2,95feb3e180f99fa2f9908030bc02ac48
556,1e80c228c3055b1029e2bd59c3541893,2021-03-01,5,geography_level_3,6e22fd2ff7cfc0a02dc8e230e94e16a6,product_level_2,646f301a50470456f3e7793f6b16ca76
557,2c176fbf54aa20dfcce835456fdc3651,2021-03-01,16,geography_level_3,55536ba3606ef023932f9532b11797a5,product_level_2,1de8e43efce0cb9161ac2093f75166c8
558,2e09fa8bb3d01754d6dbf1733417cf17,2021-03-01,101,geography_level_3,557bc4db3ebfa9a39c242079d6015dd8,product_level_2,95feb3e180f99fa2f9908030bc02ac48
559,270f0330fb60c9cd545df13394db06ee,2021-03-01,20,geography_level_3,557bc4db3ebfa9a39c242079d6015dd8,product_level_2,646f301a50470456f3e7793f6b16ca76
561,29039f9405fcd50ffe8292e29b7f6657,2021-03-01,105,geography_level_3,cfcb575b4a1fc05255ef88307ffbeaa9,product_level_2,95feb3e180f99fa2f9908030bc02ac48
562,a75ea3b51da12b6aef5ae2ffa164aa42,2021-03-01,57,geography_level_3,cfcb575b4a1fc05255ef88307ffbeaa9,product_level_2,646f301a50470456f3e7793f6b16ca76
563,6008b9b7961be9b8a104104f5e5b4a45,2021-03-01,36,geography_level_3,cfcb575b4a1fc05255ef88307ffbeaa9,product_level_2,1de8e43efce0cb9161ac2093f75166c8
564,11208d17e7fa471bd8c2b933928ce5f2,2021-03-01,124,geography_level_3,cfcb575b4a1fc05255ef88307ffbeaa9,product_level_2,95feb3e180f99fa2f9908030bc02ac48
566,0fdebf7cf638cb35b5547019a4251f20,2021-03-01,160,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,95feb3e180f99fa2f9908030bc02ac48
567,a49091ee6e9b3150304e5d23640cbd95,2021-03-01,39,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,646f301a50470456f3e7793f6b16ca76
569,497775c0a71c5c12dd1a1f2e133885bb,2021-03-01,95,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,95feb3e180f99fa2f9908030bc02ac48
570,05e57068aebed7497f67ace6025434e7,2021-03-01,18,geography_level_3,3f4f7017fa0708fc899d89c851d1a5de,product_level_2,646f301a50470456f3e7793f6b16ca76
571,e3d3f588a1370a53a8cf7fbfa106578d,2021-03-01,65,geography_level_3,81b55678c362384058b1536471412c48,product_level_2,646f301a50470456f3e7793f6b16ca76
572,f40a684da926b80755e1f9eb9055ede5,2021-03-01,138,geography_level_3,81b55678c362384058b1536471412c48,product_level_2,1de8e43efce0cb9161ac2093f75166c8
574,5407c145046d1e8871eea3f527731fc7,2021-03-01,8,geography_level_3,030144dfbae4a534187b5268c61003d7,product_level_2,646f301a50470456f3e7793f6b16ca76
578,283e7fc13b6cdd5a85deeb9a07bfabea,2021-03-01,11,geography_level_3,de6d760cf1aac2523f6dd3794e611f5d,product_level_2,646f301a50470456f3e7793f6b16ca76
579,2bab5e492dd52d72b8d9f15bd9063009,2021-03-01,5,geography_level_3,de6d760cf1aac2523f6dd3794e611f5d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
580,fe994bc0a7241fe686a2eeee39cd2695,2021-03-01,12,geography_level_3,6e22fd2ff7cfc0a02dc8e230e94e16a6,product_level_2,95feb3e180f99fa2f9908030bc02ac48
581,bea50d090733cbf4f94e99398eaf8de2,2021-03-01,5,geography_level_3,6e22fd2ff7cfc0a02dc8e230e94e16a6,product_level_2,1de8e43efce0cb9161ac2093f75166c8
582,5ad2548f971bb5f9af3d1a36a7800d26,2021-03-01,1073,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,ae7d2d22786beebc5981b93c226e2aba
585,71c3e517ff70664e79a7dcd75e6e1dc9,2021-03-01,29,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
588,fbba9f6ac85c02d3289c69f2934e3b2a,2021-03-01,5,geography_level_3,239f3643e0162a369985140f011d43d3,product_level_2,be55b932f63b0feda2a190154290d4aa
589,2d6951ca8568bf3d3c50064179206842,2021-03-01,1,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
591,1fec6bed2b768c10535793574ce02c1e,2021-03-01,9,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
593,24ab65fa26a75084e1d376f389396f04,2021-03-01,1,geography_level_3,0b41e006d801550cba4c38157729bf87,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
594,0ed200398451110389a01e660ba98e47,2021-03-01,52,geography_level_3,0b41e006d801550cba4c38157729bf87,product_level_2,be55b932f63b0feda2a190154290d4aa
596,7fffcb4b100476f0ab61be6691abcb72,2021-03-01,4,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,be55b932f63b0feda2a190154290d4aa
597,b3f32e02cae9388022f4d06a91311030,2021-03-01,0,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
599,d9eb7971e67918637ccc539abe350cf8,2021-03-01,7,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
600,450d347bfcecaca1001019c407af05ba,2021-03-01,25,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,be55b932f63b0feda2a190154290d4aa
601,560c09826b89f1190b5c042b3c2a5dad,2021-03-01,3,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
602,8a034fc20254a4f99f9e50d57ebedf46,2021-03-01,11,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,be55b932f63b0feda2a190154290d4aa
604,b38e2f255ee4802f12799043d42ded68,2021-03-01,32,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,be55b932f63b0feda2a190154290d4aa
608,22070d5ab49dbc8ec50e893dafcde106,2021-03-01,9,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,be55b932f63b0feda2a190154290d4aa
610,bc854e965f1c3158db0ccc1d7c598d1e,2021-03-01,81,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,be55b932f63b0feda2a190154290d4aa
611,b953b2d7bdbd29440515ff2ea4e968da,2021-03-01,1,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,be55b932f63b0feda2a190154290d4aa
614,062c7355c9401311ab23a54c8dc2d6e1,2021-03-01,89,geography_level_3,55536ba3606ef023932f9532b11797a5,product_level_2,814119e4a116199cf494768f31987158
615,518f38e512d1873aec3ec4750268b9b3,2021-03-01,4,geography_level_3,143c7c36a05254135b45911c609d8c78,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
616,a368515c631d217008c228a430413263,2021-03-01,39,geography_level_3,143c7c36a05254135b45911c609d8c78,product_level_2,be55b932f63b0feda2a190154290d4aa
617,316b9c0bbb532b529dd03cc7f695afc9,2021-03-01,0,geography_level_3,b55d6f976871ef58e585e8c25f3689e7,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
618,260025548dd39f2422a39eefbb05038b,2021-03-01,0,geography_level_3,b55d6f976871ef58e585e8c25f3689e7,product_level_2,be55b932f63b0feda2a190154290d4aa
619,4e2d7b463d1ed954543607a130b1509f,2021-03-01,17,geography_level_3,b55d6f976871ef58e585e8c25f3689e7,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
620,fc128e3dd11e25d61c9795fe391c142d,2021-03-01,85,geography_level_3,b55d6f976871ef58e585e8c25f3689e7,product_level_2,be55b932f63b0feda2a190154290d4aa
621,89a7f08ee45a265a6b43724323eb76a4,2021-03-01,5,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
622,eba56f778ec03b76a22b0bb2c635ab4f,2021-03-01,28,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,be55b932f63b0feda2a190154290d4aa
623,d4b7b56eb7209d9918fd3ac861436d13,2021-03-01,1,geography_level_3,557bc4db3ebfa9a39c242079d6015dd8,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
625,1d25cec381a42b802338d0f5c1207a42,2021-03-01,15,geography_level_3,557bc4db3ebfa9a39c242079d6015dd8,product_level_2,be55b932f63b0feda2a190154290d4aa
626,df6fc6f7789e5e781e8c65523bb8fc17,2021-03-01,34,geography_level_3,557bc4db3ebfa9a39c242079d6015dd8,product_level_2,be55b932f63b0feda2a190154290d4aa
627,a3d0070ebf3d9a4c1bc1d57912d892e9,2021-03-01,6,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
628,35b1f6b68f10f9e37295fca128cb10b6,2021-03-01,30,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,be55b932f63b0feda2a190154290d4aa
630,949d9e1ccba1d583e58c4dcd20034454,2021-03-01,289,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,be55b932f63b0feda2a190154290d4aa
631,acb5c3e271ff81469251285b97af30cc,2021-03-01,2,geography_level_3,71c115abc5c045dfea887565abcfcf04,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
633,4773f81c82bacd3fdea9b306d2adae75,2021-03-01,6,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
634,d4457d3854301ee3c80d57c506a8bfcc,2021-03-01,3,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
635,9a5937b872439372f2dc766e7d7955db,2021-03-01,26,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
636,4e8d9f5322ec7097450dd72c085e82b6,2021-03-01,49,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
639,2a24a4544798bfb68f108883510b11f4,2021-03-01,60,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
640,cd5e30e5f29ff9eb03d5be4380518e1a,2021-03-01,165,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,be55b932f63b0feda2a190154290d4aa
641,392aaa20e70b4d7539cc7a2e09562521,2021-03-01,1,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
642,f190ec174bc0cfd736868faf88640654,2021-03-01,4,geography_level_3,81b55678c362384058b1536471412c48,product_level_2,5cc8015f03554313900f069182bdaf9c
643,1bdfb6a026fdc704530f4a8f051372f0,2021-03-01,39,geography_level_3,030144dfbae4a534187b5268c61003d7,product_level_2,5cc8015f03554313900f069182bdaf9c
644,76c8cb1219762e3333a1fa4593e661bf,2021-03-01,95,geography_level_3,6e22fd2ff7cfc0a02dc8e230e94e16a6,product_level_2,5cc8015f03554313900f069182bdaf9c
645,5f6f8792ad750dc625bb588cf1543def,2021-03-01,337,geography_level_3,6f613c88f6435d0e8f47eee574804e6c,product_level_2,5cc8015f03554313900f069182bdaf9c
646,6a5afab567e48f4f76449938fde7b110,2021-03-01,8,geography_level_3,d18cac7bd320785b2ac53b1715e7146a,product_level_2,5cc8015f03554313900f069182bdaf9c
647,e2a9c9b652bca2bb1f6d6ced5270f5ce,2021-03-01,579,geography_level_3,70a676d52f1f61781eca038528be816d,product_level_2,5cc8015f03554313900f069182bdaf9c
649,a82074d4b56a567164164fe4d5f36bc6,2021-03-01,2797,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,5cc8015f03554313900f069182bdaf9c
650,9cbfa893d87bd9a8d0eda0c771f05dda,2021-03-01,2991,geography_level_3,7b61250107b0ab94a35b9b80168df40d,product_level_2,5cc8015f03554313900f069182bdaf9c
651,d6fa82e419d8c8675edf8cecf18f42e8,2021-03-01,3510,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,5cc8015f03554313900f069182bdaf9c
652,b973094393eae680766fa9db100285af,2021-03-01,3394,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,5cc8015f03554313900f069182bdaf9c
657,06531cd4188630ce2497cd9983aacf5e,2021-03-01,498,geography_level_3,5f82497e6ba74177eacda9f48d2ebb8f,product_level_2,5cc8015f03554313900f069182bdaf9c
658,6ed4341ad9d2902873f3d9272f5f4df1,2021-03-01,116,geography_level_3,36ab7b000da26b0547bfc3c3fdf143dc,product_level_2,5cc8015f03554313900f069182bdaf9c
659,9b8f48bacb1a63612f3a210ccc6286cc,2021-03-01,1327,geography_level_3,36ab7b000da26b0547bfc3c3fdf143dc,product_level_2,5cc8015f03554313900f069182bdaf9c
661,04b155599672da2f35abd187df4b7d3f,2021-03-01,877,geography_level_3,36ab7b000da26b0547bfc3c3fdf143dc,product_level_2,ae7d2d22786beebc5981b93c226e2aba
663,c667afe1760f1e611bbf1429a4d324c4,2021-03-01,4813,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,ae7d2d22786beebc5981b93c226e2aba
664,7e76fdf9e6f1ed08e421261368a460d2,2021-03-01,3536,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,ae7d2d22786beebc5981b93c226e2aba
665,ae67f5e4287ff7150af43f5267c2ea40,2021-03-01,3477,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,5cc8015f03554313900f069182bdaf9c
666,fe4f38aecc1c0c2c6b4a04e1528cdf55,2021-03-01,1751,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,5cc8015f03554313900f069182bdaf9c
667,86da5b7fa71aa47d248b3651211d705a,2021-03-01,863,geography_level_3,cfcb575b4a1fc05255ef88307ffbeaa9,product_level_2,5cc8015f03554313900f069182bdaf9c
668,e650b4cc581f2287ab94fab63e3811ef,2021-03-01,971,geography_level_3,557bc4db3ebfa9a39c242079d6015dd8,product_level_2,5cc8015f03554313900f069182bdaf9c
669,a8c983914f5aaa9c87e61a5fe7b72d4e,2021-03-01,682,geography_level_3,55536ba3606ef023932f9532b11797a5,product_level_2,5cc8015f03554313900f069182bdaf9c
670,a4a106d93c04176b9c3ebd4021f43936,2021-03-01,1,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,be55b932f63b0feda2a190154290d4aa
671,15bc6c90c33d176cd359fdca04f65b24,2021-03-01,4,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,be55b932f63b0feda2a190154290d4aa
672,7b0d3987cb54dd19dbb0cee7f36dbfbd,2021-03-01,5,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
674,e9abc1de6bd24d10ebe608959d0e5bac,2021-03-01,64,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
675,ce2c6512ea71296bf2d6a5f048142b3e,2021-03-01,226,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,be55b932f63b0feda2a190154290d4aa
676,5dbe225a546a680640eb5f7902b42cdd,2021-03-01,123,geography_level_3,07a477a6ed5cbdba0e1eb3f497960e8f,product_level_2,be55b932f63b0feda2a190154290d4aa
678,9002b3384e884befb81dfb78b581932e,2021-03-01,125,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,be55b932f63b0feda2a190154290d4aa
679,24439a726c82f38b810ffba50fd1bb8b,2021-03-01,0,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
680,169460bed3e665fed278715ff2b1adbd,2021-03-01,1,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,be55b932f63b0feda2a190154290d4aa
681,fca573b76a8e2d75177f3438b5cc1a17,2021-03-01,29,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
682,462c50e519f3c5360b277756fdaec123,2021-03-01,111,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
683,a997dc7452bfdab8a04735fd97a7fa39,2021-03-01,732,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,646f301a50470456f3e7793f6b16ca76
684,4ca52ecd7e3c582bfcddf527de3d8452,2021-03-01,91,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,be55b932f63b0feda2a190154290d4aa
685,ec0bc14d31cc1f9e7f45af51dd582ae3,2021-03-01,1,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
686,d999d886b10c13bc77a266bbcf0fa820,2021-03-01,2,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,be55b932f63b0feda2a190154290d4aa
